Identificador Unico,Empresa Divulgadora,Custo Propaganda,Data Propaganda
38AF212D-54C4-97DE-399A-C46401AF4AE6,Mi Ac Corp.,"2692,48",2020-04-25 15:30:44
80AB91E5-6953-ABE1-DCB8-57A8315E6A9E,A Malesuada Id Limited,"5296,84",2023-01-13 07:35:31
CE409ADC-DF8A-EBD0-D295-4EF50FAD25BC,At Corp.,"4273,94",2019-05-15 14:16:06
3CD4EF86-9D3D-5A66-E55B-7884143A3E35,Mollis Lectus Consulting,"1237,36",2021-02-09 19:41:28
42737424-92BA-6B45-F9DA-918846B23610,Viverra Donec Tempus Company,"5283,11",2020-05-30 10:02:22
CD58DD4B-5D52-0D6E-E0DB-577A469719D1,Augue Eu Tempor PC,"1481,57",2020-03-03 12:05:29
215CA994-E60D-6256-21D8-DCD84BFD75AD,A Neque Incorporated,"1505,19",2019-08-09 03:10:22
A91771F4-9B4D-42C3-0D63-C27CA671D7AD,Metus Sit Industries,"6893,73",2019-03-14 17:10:06
98806146-3697-3DD4-C103-EDF0494C7652,Nulla Facilisi Sed Ltd,"1040,24",2022-06-19 21:12:04
F793CCCF-DD26-6E5A-825D-E583979F2EC7,Augue Eu Industries,"8908,90",2022-06-04 19:06:51
8EA0720B-0154-2274-AA54-5D41775D6583,Imperdiet Corp.,"942,05",2021-10-12 12:52:27
ABB9A074-3C7A-6A06-7295-E275869BFEC6,Cursus Et Eros Associates,"5269,78",2020-12-17 23:50:06
D95808EE-B1A3-4E96-9889-4B585CA3EB87,Maecenas LLP,"5694,01",2019-06-30 23:08:35
EEFDCECD-B264-7986-E036-4CFB9B78AB22,Lacinia Foundation,"3750,36",2021-07-20 10:05:11
87E45E85-B3ED-C82A-722A-C1C889EB3477,Iaculis Nec Eleifend Inc.,"1937,57",2021-09-08 07:43:59
234EDB15-46A3-8649-8B7C-87DDA7F483D7,Nostra Per Industries,"3519,09",2020-04-13 06:40:27
0AC5B28E-1191-0ADC-BEA8-27A60D28C11C,Orci Inc.,"1243,14",2021-03-05 00:58:53
9FE4769B-5333-C594-779D-5576D9ABDEC1,Euismod Corp.,"6252,29",2019-11-19 19:54:38
82E675D4-D5DA-CAC8-DD46-ADC1282FDC62,Elit Pellentesque Corp.,"716,59",2019-11-13 00:55:39
C26B7D63-8935-989C-339A-356A9E5A24CC,Quis Massa Mauris LLP,"215,68",2022-09-15 23:59:13
4EDFB871-3F26-8E63-9585-9DDD6BA17894,Dolor Quam Foundation,"2876,42",2020-03-30 04:24:21
6639A3D2-51ED-9CCB-3EBA-1FC5C8136530,Penatibus Et LLC,"5197,65",2022-07-20 12:12:53
9A646A1B-4CBF-568B-17A0-617399E18E51,Ullamcorper Viverra Corp.,"957,38",2022-07-13 19:21:56
1091C220-6EFC-24FB-A2B1-5394B0B85DF4,Aliquet Diam Sed Corp.,"6183,27",2020-10-05 15:01:48
